"HealthTopic","Population","Distribution","Unit","Time","RegionCode","RegionName","CategoryIndex","Category","Value"
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","BE","Belgium",6,"65+",-
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","BG","Bulgaria",1,"0-4",-
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","BG","Bulgaria",2,"5-14",-
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","BG","Bulgaria",3,"15-24",-
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","BG","Bulgaria",4,"25-44",-
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","BG","Bulgaria",5,"45-64",-
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","BG","Bulgaria",6,"65+",-
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","CY","Cyprus",1,"0-4",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","CY","Cyprus",2,"5-14",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","CY","Cyprus",3,"15-24",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","CY","Cyprus",4,"25-44",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","CY","Cyprus",5,"45-64",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","CY","Cyprus",6,"65+",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","CZ","Czechia",1,"0-4",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","CZ","Czechia",2,"5-14",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","CZ","Czechia",3,"15-24",0.617073490
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","CZ","Czechia",4,"25-44",0.530671730
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","CZ","Czechia",5,"45-64",0.453165510
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","CZ","Czechia",6,"65+",0.125037510
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","DE","Germany",1,"0-4",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","DE","Germany",2,"5-14",0.013135380
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","DE","Germany",3,"15-24",0.075663160
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","DE","Germany",4,"25-44",0.123749160
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","DE","Germany",5,"45-64",0.105226130
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","DE","Germany",6,"65+",0.065082040
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","DK","Denmark",1,"0-4",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","DK","Denmark",2,"5-14",0.148093070
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","DK","Denmark",3,"15-24",0.295219070
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","DK","Denmark",4,"25-44",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","DK","Denmark",5,"45-64",0.201776570
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","DK","Denmark",6,"65+",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","EE","Estonia",1,"0-4",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","EE","Estonia",2,"5-14",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","EE","Estonia",3,"15-24",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","EE","Estonia",4,"25-44",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","EE","Estonia",5,"45-64",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","EE","Estonia",6,"65+",0.430200040
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","EL","Greece",1,"0-4",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","EL","Greece",2,"5-14",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","EL","Greece",3,"15-24",0.080475120
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","EL","Greece",4,"25-44",0.149599280
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","EL","Greece",5,"45-64",0.286043640
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","EL","Greece",6,"65+",0.473912080
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","ES","Spain",1,"0-4",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","ES","Spain",2,"5-14",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","ES","Spain",3,"15-24",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","ES","Spain",4,"25-44",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","ES","Spain",5,"45-64",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","ES","Spain",6,"65+",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","EU27_21","EU (without UK)",1,"0-4",0.005698000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","EU27_21","EU (without UK)",2,"5-14",0.031426000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","EU27_21","EU (without UK)",3,"15-24",0.130104000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","EU27_21","EU (without UK)",4,"25-44",0.169175000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","EU27_21","EU (without UK)",5,"45-64",0.193476000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","EU27_21","EU (without UK)",6,"65+",0.125327000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","EU27_UK_21","EU (with UK until 2019)",1,"0-4",0.004677000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","EU27_UK_21","EU (with UK until 2019)",2,"5-14",0.026073000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","EU27_UK_21","EU (with UK until 2019)",3,"15-24",0.132825000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","EU27_UK_21","EU (with UK until 2019)",4,"25-44",0.156428000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","EU27_UK_21","EU (with UK until 2019)",5,"45-64",0.178371000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","EU27_UK_21","EU (with UK until 2019)",6,"65+",0.110652000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","EUEEA30_21","EU/EEA (without UK)",1,"0-4",0.005698000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","EUEEA30_21","EU/EEA (without UK)",2,"5-14",0.031426000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","EUEEA30_21","EU/EEA (without UK)",3,"15-24",0.130104000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","EUEEA30_21","EU/EEA (without UK)",4,"25-44",0.169175000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","EUEEA30_21","EU/EEA (without UK)",5,"45-64",0.193476000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","EUEEA30_21","EU/EEA (without UK)",6,"65+",0.125327000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","EUEEAUK_21","EU/EEA (with UK until 2019)",1,"0-4",0.004677000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","EUEEAUK_21","EU/EEA (with UK until 2019)",2,"5-14",0.026073000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","EUEEAUK_21","EU/EEA (with UK until 2019)",3,"15-24",0.132825000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","EUEEAUK_21","EU/EEA (with UK until 2019)",4,"25-44",0.156428000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","EUEEAUK_21","EU/EEA (with UK until 2019)",5,"45-64",0.178371000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","EUEEAUK_21","EU/EEA (with UK until 2019)",6,"65+",0.110652000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","FI","Finland",1,"0-4",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","FI","Finland",2,"5-14",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","FI","Finland",3,"15-24",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","FI","Finland",4,"25-44",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","FI","Finland",5,"45-64",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","FI","Finland",6,"65+",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","FR","France",1,"0-4",-
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","FR","France",2,"5-14",-
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","FR","France",3,"15-24",-
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","FR","France",4,"25-44",-
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","FR","France",5,"45-64",-
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","FR","France",6,"65+",-
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","HU","Hungary",1,"0-4",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","HU","Hungary",2,"5-14",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","HU","Hungary",3,"15-24",0.079781900
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","HU","Hungary",4,"25-44",0.100663540
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","HU","Hungary",5,"45-64",0.151495460
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","HU","Hungary",6,"65+",0.060114830
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","IE","Ireland",1,"0-4",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","IE","Ireland",2,"5-14",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","IE","Ireland",3,"15-24",0.799710820
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","IE","Ireland",4,"25-44",0.346183910
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","IE","Ireland",5,"45-64",0.491984580
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","IE","Ireland",6,"65+",0.391914020
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","IT","Italy",1,"0-4",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","IT","Italy",2,"5-14",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","IT","Italy",3,"15-24",0.033374950
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","IT","Italy",4,"25-44",0.035044010
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","IT","Italy",5,"45-64",0.081212540
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","IT","Italy",6,"65+",0.098734640
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","LT","Lithuania",1,"0-4",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","LT","Lithuania",2,"5-14",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","LT","Lithuania",3,"15-24",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","LT","Lithuania",4,"25-44",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","LT","Lithuania",5,"45-64",0.367337340
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","LT","Lithuania",6,"65+",0.367042510
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","LU","Luxembourg",1,"0-4",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","LU","Luxembourg",2,"5-14",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","LU","Luxembourg",3,"15-24",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","LU","Luxembourg",4,"25-44",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","LU","Luxembourg",5,"45-64",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","LU","Luxembourg",6,"65+",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","LV","Latvia",1,"0-4",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","LV","Latvia",2,"5-14",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","LV","Latvia",3,"15-24",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","LV","Latvia",4,"25-44",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","LV","Latvia",5,"45-64",0.359937510
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","LV","Latvia",6,"65+",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","MT","Malta",1,"0-4",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","MT","Malta",2,"5-14",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","MT","Malta",3,"15-24",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","MT","Malta",4,"25-44",0.884251480
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","MT","Malta",5,"45-64",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","MT","Malta",6,"65+",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","NL","Netherlands",1,"0-4",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","NL","Netherlands",2,"5-14",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","NL","Netherlands",3,"15-24",0.246507840
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","NL","Netherlands",4,"25-44",0.268058060
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","NL","Netherlands",5,"45-64",0.216507620
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","NL","Netherlands",6,"65+",0.118188030
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","PL","Poland",1,"0-4",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","PL","Poland",2,"5-14",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","PL","Poland",3,"15-24",0.018492060
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","PL","Poland",4,"25-44",0.008982340
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","PL","Poland",5,"45-64",0.019041870
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","PL","Poland",6,"65+",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","PT","Portugal",1,"0-4",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","PT","Portugal",2,"5-14",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","PT","Portugal",3,"15-24",0.171518490
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","PT","Portugal",4,"25-44",0.388203400
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","PT","Portugal",5,"45-64",0.469674890
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","PT","Portugal",6,"65+",0.103605680
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","RO","Romania",1,"0-4",0.095079990
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","RO","Romania",2,"5-14",0.324928360
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","RO","Romania",3,"15-24",0.556542310
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","RO","Romania",4,"25-44",1.108828040
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","RO","Romania",5,"45-64",1.335712060
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","RO","Romania",6,"65+",0.671817470
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","SE","Sweden",1,"0-4",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","SE","Sweden",2,"5-14",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","SE","Sweden",3,"15-24",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","SE","Sweden",4,"25-44",0.122479670
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","SE","Sweden",5,"45-64",0.041543920
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","SE","Sweden",6,"65+",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","SI","Slovenia",1,"0-4",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","SI","Slovenia",2,"5-14",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","SI","Slovenia",3,"15-24",0.840851950
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","SI","Slovenia",4,"25-44",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","SI","Slovenia",5,"45-64",0.873437200
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","SI","Slovenia",6,"65+",0.591252420
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","SK","Slovakia",1,"0-4",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","SK","Slovakia",2,"5-14",0.180243830
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","SK","Slovakia",3,"15-24",0.384705640
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","SK","Slovakia",4,"25-44",0.658431480
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","SK","Slovakia",5,"45-64",0.348601130
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","SK","Slovakia",6,"65+",1.044088890
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","UK","United Kingdom",1,"0-4",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","UK","United Kingdom",2,"5-14",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","UK","United Kingdom",3,"15-24",0.146628980
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","UK","United Kingdom",4,"25-44",0.081007620
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","UK","United Kingdom",5,"45-64",0.088278700
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2010","UK","United Kingdom",6,"65+",0.019670850
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","AT","Austria",1,"0-4",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","AT","Austria",2,"5-14",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","AT","Austria",3,"15-24",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","AT","Austria",4,"25-44",0.042474380
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","AT","Austria",5,"45-64",0.087315120
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","AT","Austria",6,"65+",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","BE","Belgium",1,"0-4",-
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","BE","Belgium",2,"5-14",-
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","BE","Belgium",3,"15-24",-
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","BE","Belgium",4,"25-44",-
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","BE","Belgium",5,"45-64",-
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","BE","Belgium",6,"65+",-
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","BG","Bulgaria",1,"0-4",-
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","BG","Bulgaria",2,"5-14",-
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","BG","Bulgaria",3,"15-24",-
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","BG","Bulgaria",4,"25-44",-
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","BG","Bulgaria",5,"45-64",-
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","BG","Bulgaria",6,"65+",-
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","CY","Cyprus",1,"0-4",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","CY","Cyprus",2,"5-14",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","CY","Cyprus",3,"15-24",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","CY","Cyprus",4,"25-44",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","CY","Cyprus",5,"45-64",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","CY","Cyprus",6,"65+",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","CZ","Czechia",1,"0-4",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","CZ","Czechia",2,"5-14",0.429263300
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","CZ","Czechia",3,"15-24",0.398129740
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","CZ","Czechia",4,"25-44",0.312506150
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","CZ","Czechia",5,"45-64",0.313349960
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","CZ","Czechia",6,"65+",0.183265530
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","DE","Germany",1,"0-4",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","DE","Germany",2,"5-14",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","DE","Germany",3,"15-24",0.067238920
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","DE","Germany",4,"25-44",0.105917180
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","DE","Germany",5,"45-64",0.060691020
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","DE","Germany",6,"65+",0.048261310
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","DK","Denmark",1,"0-4",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","DK","Denmark",2,"5-14",0.149344670
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","DK","Denmark",3,"15-24",0.288215580
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","DK","Denmark",4,"25-44",0.069097270
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","DK","Denmark",5,"45-64",0.268348310
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","DK","Denmark",6,"65+",0.107091490
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","EE","Estonia",1,"0-4",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","EE","Estonia",2,"5-14",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","EE","Estonia",3,"15-24",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","EE","Estonia",4,"25-44",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","EE","Estonia",5,"45-64",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","EE","Estonia",6,"65+",0.861994650
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","EL","Greece",1,"0-4",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","EL","Greece",2,"5-14",0.000000000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","EL","Greece",3,"15-24",0.247215320
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","EL","Greece",4,"25-44",0.181240730
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","EL","Greece",5,"45-64",0.247753050
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","EL","Greece",6,"65+",0.186418220
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","ES","Spain",1,"0-4",-
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","ES","Spain",2,"5-14",-
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","ES","Spain",3,"15-24",-
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","ES","Spain",4,"25-44",-
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","ES","Spain",5,"45-64",-
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","ES","Spain",6,"65+",-
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","EU27_21","EU (without UK)",1,"0-4",0.015670000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","EU27_21","EU (without UK)",2,"5-14",0.023447000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","EU27_21","EU (without UK)",3,"15-24",0.139156000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","EU27_21","EU (without UK)",4,"25-44",0.148276000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","EU27_21","EU (without UK)",5,"45-64",0.144384000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","EU27_21","EU (without UK)",6,"65+",0.116304000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","EU27_UK_21","EU (with UK until 2019)",1,"0-4",0.013019000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","EU27_UK_21","EU (with UK until 2019)",2,"5-14",0.021944000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","EU27_UK_21","EU (with UK until 2019)",3,"15-24",0.140184000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","EU27_UK_21","EU (with UK until 2019)",4,"25-44",0.141111000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","EU27_UK_21","EU (with UK until 2019)",5,"45-64",0.139925000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","EU27_UK_21","EU (with UK until 2019)",6,"65+",0.105790000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","EUEEA30_21","EU/EEA (without UK)",1,"0-4",0.015670000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","EUEEA30_21","EU/EEA (without UK)",2,"5-14",0.023447000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","EUEEA30_21","EU/EEA (without UK)",3,"15-24",0.139156000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","EUEEA30_21","EU/EEA (without UK)",4,"25-44",0.148276000
"Leptospirosis","Confirmed cases","Age-specific rate","N/100000","2011","EUEEA30_21","EU/EEA (without UK)",5,"45-64",0.144384000
